id,height,weight
N52705,3.25225156,111.13004
N52706,3.34450944,99.79024
N52707,2.89612324,86.18248
N52712,2.89612324,102.0582
N52764,3.25225156,77.11064
N52771,2.98321984,76.657048
N52777,2.89612324,92.98636
N52785,2.64257536,72.57472
N52818,3.07160676,156.942832
N52855,3.161284,72.121128
N52873,3.07160676,123.377024
N52920,2.64257536,68.0388
N52934,3.25225156,99.79024
N52951,3.629025,79.3786
N52956,3.25225156,81.64656
N52975,3.07160676,103.418976
N52977,3.161284,77.11064
N52982,3.07160676,79.3786
N52995,3.07160676,88.45044
N52997,3.161284,79.3786
N53022,3.43805764,92.98636
N53032,3.629025,81.64656
N53034,3.72644416,112.490816
N53038,2.89612324,67.131616
N53085,3.07160676,86.18248
N53090,3.34450944,84.821704
N53126,2.81031696,81.64656
N53136,2.89612324,64.410064
N53138,3.25225156,117.93392
N53158,2.98321984,91.171992
N53163,3.43805764,81.64656
N53173,2.64257536,63.50288
N53190,3.34450944,102.965384
N53195,3.34450944,99.79024
N53203,3.34450944,78.017824
N53225,3.25225156,77.11064
N53228,3.25225156,90.7184
N53229,3.07160676,117.93392
N53278,3.25225156,100.697424
N53301,2.81031696,81.192968
N53310,3.25225156,104.32616
N53323,3.07160676,121.562656
N53338,3.25225156,68.0388
N53357,2.98321984,95.25432
N53388,2.81031696,72.57472
N53396,3.43805764,106.59412
N53398,3.53289616,72.57472
N53410,3.161284,68.0388
N53419,2.81031696,115.66596
N53420,2.89612324,102.0582
N53423,2.98321984,72.57472
N53436,3.07160676,100.697424
N53440,2.81031696,99.336648
N53451,2.81031696,79.3786
N53452,3.34450944,83.460928
N53456,3.43805764,90.7184
N53471,2.89612324,72.121128
N53475,2.81031696,100.697424
N53549,3.34450944,90.7184
N53554,3.25225156,79.3786
N53580,3.629025,91.171992
N53602,3.629025,107.954896
N53615,3.07160676,83.91452
N53626,3.161284,76.657048
N53654,3.34450944,99.336648
N53686,3.07160676,97.52228
N53705,2.47999504,50.802304
N53710,3.629025,108.86208
N53720,2.89612324,79.3786
N53750,3.161284,111.13004
N53761,3.07160676,90.7184
N53767,3.07160676,62.595696
N53768,2.81031696,58.96696
N53783,3.07160676,99.79024
N53788,2.81031696,68.945984
N53796,2.98321984,83.91452
N53807,3.161284,77.11064
N53810,3.34450944,106.59412
N53830,3.07160676,91.625584
N53853,3.25225156,86.18248
N53854,3.07160676,68.492392
N53860,3.25225156,97.068688
N53866,3.161284,90.264808
N53868,2.725801,62.595696
N53882,3.34450944,79.3786
N53889,3.25225156,110.676448
N53899,3.07160676,78.925008
N53912,2.89612324,83.91452
N53975,2.89612324,95.25432
N54001,2.81031696,86.18248
N54003,3.82515364,107.501304
N54017,3.34450944,95.25432
N54032,3.72644416,122.46984
N54043,2.98321984,77.11064
N54049,3.25225156,93.893544
N54051,2.89612324,65.77084
N54069,3.07160676,83.91452
N54072,3.161284,72.57472
N54141,3.161284,89.811216
N54144,3.07160676,92.98636
N54188,3.43805764,113.398
N54194,3.161284,67.131616
N54204,2.98321984,71.667536
N54215,2.56064004,83.460928
N54227,3.43805764,79.3786
N54234,3.161284,68.945984
N54247,2.81031696,102.0582
N54250,3.82515364,86.18248
N54254,2.81031696,95.25432
N54282,3.161284,89.357624
N54315,3.34450944,94.347136
N54324,3.43805764,108.86208
N54338,3.25225156,108.86208
N54361,2.81031696,79.3786
N54362,3.53289616,79.3786
N54437,2.40064036,68.0388
N54446,2.81031696,64.410064
N54472,3.161284,95.25432
N54522,3.34450944,95.25432
N54550,3.25225156,97.068688
N54551,2.89612324,81.64656
N54557,3.07160676,95.25432
N54581,3.161284,80.739376
N54595,,
N54596,,
N56000,3.43805764,149.68536
N56003,3.43805764,74.84268
N56013,3.161284,95.25432
N56029,2.725801,92.98636
N56123,3.25225156,72.57472
N56135,2.89612324,68.0388
N56182,3.25225156,72.57472
N56221,2.81031696,90.7184
N56246,3.43805764,117.93392
N56273,3.72644416,99.79024
N56305,2.725801,90.7184
N57243,2.56064004,80.739376
N57519,2.98321984,70.30676
N57520,3.161284,102.0582
N57549,3.34450944,76.203456
N57551,3.34450944,145.14944
N57624,3.34450944,95.25432
N57662,3.34450944,117.480328
N57672,2.98321984,90.264808
N57680,3.161284,91.171992
N57681,2.89612324,95.707912
N57683,2.64257536,63.50288
N57712,2.98321984,83.91452
N57730,2.98321984,74.84268
N57753,3.25225156,93.893544
N57764,2.98321984,81.192968
N57774,3.25225156,81.64656
N57778,3.43805764,105.686936
N57786,2.725801,70.760352
N57840,3.34450944,90.7184
N57851,3.161284,117.026736
N57861,2.98321984,69.853168
N57879,2.89612324,78.017824
N57894,2.81031696,81.64656
N57909,3.07160676,94.347136
N57941,3.629025,115.212368
N57945,2.98321984,86.18248
N57969,3.161284,86.636072
N58012,3.07160676,66.224432
N58047,2.89612324,86.18248
N58078,3.53289616,104.32616
N58088,3.161284,74.84268
N60009,3.43805764,76.203456
N60033,3.07160676,83.007336
N60034,2.64257536,74.84268
N60045,2.81031696,56.699
N60052,3.34450944,83.91452
N60060,2.98321984,115.66596
N60091,3.34450944,102.0582
N60113,2.64257536,78.017824
N60126,3.07160676,60.781328
N60127,3.25225156,86.18248
N60133,3.161284,77.564232
N60158,2.98321984,83.91452
N60159,3.07160676,72.57472
N60179,3.25225156,99.79024
N60183,3.629025,81.64656
N60199,2.64257536,63.50288
N60236,3.161284,92.98636
N60262,2.98321984,86.636072
N60283,2.89612324,65.317248
N60285,3.43805764,97.52228
N60306,3.53289616,146.056624
N60312,2.89612324,74.389088
N60357,3.34450944,90.7184
N60386,2.98321984,72.57472
N60413,2.725801,74.84268
N60417,3.25225156,86.18248
N60438,2.89612324,102.965384
N60446,2.98321984,83.91452
N60457,2.98321984,77.11064
N60465,3.82515364,97.52228
N60469,3.43805764,102.0582
N60475,3.161284,86.18248
N60504,3.25225156,87.543256
N60513,3.07160676,81.64656
N60518,3.34450944,99.79024
N60519,2.56064004,70.30676
N60530,2.98321984,82.100152
N60543,3.25225156,108.86208
N60546,3.53289616,108.86208
N60603,2.98321984,81.64656
N60610,2.89612324,81.64656
N60619,3.25225156,90.7184
N60661,3.53289616,88.45044
N60663,3.25225156,68.0388
N60666,2.725801,76.657048
N60667,3.25225156,86.18248
N60672,3.34450944,122.46984
N60673,3.161284,107.047712
N60674,3.07160676,95.25432
N60700,3.07160676,63.50288
N60728,3.25225156,120.20188
N60735,2.98321984,85.728888
N60752,3.25225156,115.66596
N60766,2.89612324,74.84268
N60788,3.629025,72.57472
N60791,2.98321984,72.57472
N60799,3.07160676,94.800728
N60828,2.89612324,92.98636
N60835,3.25225156,74.84268
N60837,3.72644416,108.86208
N60844,2.89612324,90.7184
N60847,3.161284,81.64656
N60848,2.89612324,83.007336
N60858,2.725801,68.0388
N60860,2.98321984,64.863656
N60886,3.07160676,102.511792
N60900,3.34450944,93.893544
N60903,2.89612324,86.636072
N60904,3.43805764,93.893544
N60912,3.25225156,86.18248
N60922,3.07160676,75.749864
N60946,2.81031696,81.64656
N60965,3.34450944,97.52228
N60975,3.07160676,68.0388
N61004,3.72644416,113.398
N61009,3.07160676,93.439952
N61026,3.34450944,88.45044
N61050,2.81031696,82.553744
N61099,2.89612324,92.98636
N61135,3.53289616,79.3786
N61174,2.89612324,68.0388
N61183,3.07160676,88.904032
N61214,3.161284,86.18248
N61238,2.98321984,75.749864
N61256,2.322576,99.79024
N61260,3.43805764,99.79024
N61263,2.89612324,95.25432
N61269,3.34450944,111.13004
N61275,2.98321984,105.233344
N61277,2.81031696,105.233344
N61281,2.89612324,83.91452
N61282,3.43805764,133.80964
N61314,2.89612324,83.91452
N61319,2.89612324,104.32616
N61320,3.161284,87.089664
N61340,3.629025,88.45044
N61355,3.25225156,68.0388
N61358,3.25225156,95.707912
N61377,3.34450944,116.573144
N61382,3.07160676,86.18248
N61386,2.56064004,65.77084
N61396,3.53289616,113.398
N61416,3.25225156,127.00576
N61424,2.98321984,99.79024
N61445,3.161284,86.18248
N61455,3.25225156,114.305184
N61462,3.34450944,88.45044
N61464,2.89612324,74.84268
N61470,3.25225156,92.98636
N61484,3.161284,82.553744
N61486,3.25225156,127.00576
N61508,2.81031696,81.64656
N61519,3.53289616,95.25432
N61525,3.07160676,111.13004
N61529,3.161284,83.91452
N61553,3.161284,95.25432
N61556,2.98321984,81.64656
N61557,3.07160676,68.0388
N61595,3.161284,92.532768
N61597,3.161284,120.20188
N61609,3.34450944,108.86208
N61616,3.43805764,162.385936
N61627,3.25225156,97.068688
N61628,2.98321984,104.32616
N61631,3.34450944,78.471416
N61661,3.53289616,77.11064
N61696,3.25225156,90.7184
N61699,2.98321984,99.79024
N61710,2.89612324,94.347136
N61712,3.161284,88.45044
N61752,2.81031696,75.749864
N61783,3.82515364,117.93392
N61804,3.43805764,90.264808
N61807,3.161284,79.3786
N61850,3.161284,81.64656
N61915,2.64257536,106.59412
N61927,3.07160676,94.347136
N61939,2.89612324,72.57472
N61957,2.98321984,106.59412
N61978,3.34450944,147.870992
N61983,3.34450944,104.32616
N61988,2.81031696,81.192968
N61990,2.81031696,81.64656
N62005,3.43805764,69.853168
N62025,3.07160676,73.481904
N62031,3.161284,77.11064
N62045,2.89612324,83.91452
N62063,3.25225156,83.91452
N62072,2.81031696,86.18248
N62077,3.161284,88.904032
N62100,2.98321984,81.64656
N62102,3.07160676,68.0388
N62127,2.89612324,104.32616
N62140,3.161284,73.481904
N62145,3.43805764,77.11064
N62164,3.07160676,112.037224
N62181,2.81031696,77.11064
N62212,2.89612324,68.0388
N62232,2.89612324,78.017824
N62262,2.89612324,86.18248
N62299,3.161284,72.57472
N62303,3.07160676,99.79024
N62325,3.161284,111.13004
N62327,3.07160676,77.11064
N62339,2.98321984,85.275296
N62346,3.34450944,76.203456
N62348,3.25225156,79.832192
N62373,2.64257536,71.213944
N62374,3.34450944,75.749864
N62451,3.07160676,81.64656
N62458,2.81031696,67.131616
N62488,3.43805764,73.481904
N62533,2.89612324,83.007336
N62545,2.98321984,132.448864
N62546,3.161284,90.264808
N62549,3.07160676,70.30676
N62555,3.161284,99.79024
N62563,3.43805764,77.11064
N62587,3.25225156,119.294696
N62588,2.89612324,78.925008
N62623,2.89612324,83.91452
N62625,3.161284,127.00576
N62639,3.07160676,66.678024
N62675,3.25225156,89.357624
N62689,3.07160676,85.728888
N62709,3.34450944,92.98636
N62725,2.81031696,92.98636
N62745,3.34450944,99.79024
N62747,2.98321984,73.481904
N62748,3.43805764,78.471416
N62751,3.161284,71.213944
N62758,3.629025,112.944408
N62759,2.98321984,74.84268
N62760,3.161284,70.30676
N62772,3.07160676,72.57472
N62784,2.81031696,94.347136
N62824,2.81031696,108.408488
N62829,3.43805764,81.64656
N62838,2.98321984,150.138952
N62841,2.89612324,66.224432
N62851,3.07160676,79.3786
N62873,3.161284,80.285784
N62887,2.98321984,64.410064
N62922,3.34450944,85.728888
N62927,3.07160676,112.944408
N62943,3.07160676,68.0388
N62947,3.53289616,99.79024
N62950,3.53289616,81.64656
N62957,2.98321984,77.11064
N62969,3.53289616,95.25432
N62980,2.89612324,70.30676
N62989,3.53289616,83.007336
N63006,3.53289616,90.7184
N63011,2.89612324,81.64656
N63023,2.725801,70.30676
N63042,3.34450944,104.32616
N63063,2.81031696,58.96696
N63073,3.07160676,78.471416
N63097,3.161284,72.57472
N63104,3.161284,97.52228
N63113,3.25225156,120.20188
N63152,3.34450944,97.52228
N63167,3.07160676,79.3786
N63173,3.161284,83.91452
N63185,3.43805764,88.45044
N63212,3.53289616,74.84268
N63220,3.07160676,130.634496
N63224,3.161284,68.0388
N63278,2.64257536,65.317248
N63281,3.161284,100.243832
N63319,2.725801,87.543256
N63334,3.25225156,95.707912
N63344,3.25225156,81.64656
N63358,3.07160676,79.3786
N63361,3.72644416,86.18248
N63372,3.25225156,90.7184
N63393,3.43805764,92.98636
N63400,3.629025,81.64656
N63438,3.43805764,99.336648
N63439,3.161284,72.57472
N63469,2.89612324,87.089664
N63490,3.07160676,91.625584
N63494,3.25225156,81.64656
N63497,3.07160676,95.25432
N63512,3.629025,92.98636
N63521,2.725801,72.57472
N63529,3.07160676,71.213944
N63536,3.34450944,92.98636
N63544,3.34450944,111.13004
N63547,3.53289616,83.91452
N63557,2.98321984,86.18248
N63566,3.161284,74.84268
N63571,3.161284,77.11064
N63586,2.725801,109.769264
N63615,2.64257536,63.50288
N63616,2.81031696,69.853168
N63657,2.89612324,68.0388
N63666,3.34450944,77.11064
N63667,3.161284,90.264808
N63674,3.34450944,88.904032
N63684,2.89612324,78.925008
N63708,2.81031696,79.3786
N63717,3.07160676,81.64656
N63722,3.07160676,61.688512
N63723,3.07160676,79.3786
N63741,3.43805764,94.800728
N63757,3.161284,124.284208
N63766,3.161284,95.25432
N63772,3.161284,58.96696
N63778,3.161284,86.18248
N63787,3.161284,106.59412
N63817,3.34450944,74.84268
N63821,3.43805764,88.45044
N63830,3.25225156,86.18248
N63849,3.53289616,138.34556
N63863,2.89612324,77.11064
N63880,3.53289616,130.634496
N63891,3.82515364,107.501304
N63924,2.725801,59.874144
N63945,2.725801,68.0388
N63978,2.98321984,99.79024
N64001,3.92515344,113.398
N64006,3.25225156,95.25432
N64014,2.89612324,99.79024
N64044,3.161284,99.79024
N64075,2.89612324,93.439952
N64076,3.161284,122.46984
N64077,3.07160676,74.84268
N64110,3.07160676,68.0388
N64122,3.43805764,90.7184
N64163,3.34450944,95.25432
N64168,3.07160676,86.18248
N64170,3.07160676,98.429464
N64177,3.34450944,95.25432
N64196,3.25225156,69.399576
N64251,3.161284,89.811216
N64277,3.25225156,97.52228
N64279,3.07160676,81.64656
N64295,2.98321984,81.64656
N64321,2.725801,99.336648
N64328,3.25225156,86.18248
N64337,2.81031696,102.0582
N64357,2.89612324,68.945984
N64381,3.161284,86.18248
N64390,4.129024,145.14944
N64397,2.98321984,74.84268
N64469,3.34450944,84.821704
N64495,3.25225156,82.553744
N64508,3.161284,72.57472
N64521,3.34450944,83.460928
N64546,3.161284,102.0582
N64559,3.34450944,102.0582
N64570,3.25225156,97.52228
N64583,3.07160676,94.800728
N64603,2.725801,73.935496
N64608,2.81031696,95.25432
N64610,3.25225156,122.923432
N64621,2.89612324,65.77084
N64636,3.161284,70.30676
N64637,2.98321984,69.399576
N64641,3.07160676,88.904032
N64648,3.161284,95.25432
N64651,3.07160676,81.64656
N66027,3.34450944,86.18248
N66069,2.81031696,72.57472
N66073,3.43805764,70.30676
N66079,2.89612324,83.91452
N66097,3.34450944,111.13004
N66154,3.25225156,69.853168
N66165,3.25225156,90.7184
N66184,2.81031696,76.203456
N66185,3.25225156,87.089664
N66187,3.25225156,101.151016
N66190,3.34450944,83.91452
N66217,3.25225156,95.25432
N66297,3.161284,88.45044
N66304,2.81031696,79.3786
N66336,3.07160676,65.77084
N67343,2.56064004,53.523856
N67358,2.89612324,91.625584
N67502,3.161284,81.64656
N67504,3.34450944,89.811216
N67514,2.98321984,95.25432
N67530,3.34450944,101.151016
N67539,3.161284,103.872568
N67569,2.98321984,98.429464
N67584,3.07160676,87.543256
N67639,3.34450944,84.821704
N67643,3.161284,99.79024
N67651,2.725801,74.84268
N67658,2.81031696,104.779752
N67659,3.161284,92.98636
N67681,3.161284,99.79024
N67686,3.07160676,102.0582
N67713,2.81031696,72.57472
N67725,3.161284,74.84268
N67755,2.98321984,90.7184
N67760,2.81031696,72.57472
N67769,2.89612324,150.138952
N67780,2.81031696,78.017824
N67812,3.43805764,90.264808
N67815,2.89612324,79.832192
N67847,3.629025,102.0582
N67862,3.34450944,95.25432
N67873,2.89612324,102.0582
N67881,3.25225156,76.657048
N67906,2.98321984,93.439952
N67912,3.07160676,90.7184
N67914,2.98321984,97.52228
N67924,3.25225156,77.11064
N67945,3.43805764,107.047712
N67964,3.25225156,83.91452
N67975,3.34450944,122.46984
N68012,3.72644416,114.305184
N68050,3.34450944,80.739376
N68051,2.725801,52.16308
N68076,2.81031696,68.492392
N68090,3.43805764,121.562656
N70013,3.34450944,81.64656
N70014,3.53289616,66.678024
N70015,3.53289616,95.25432
N70017,2.89612324,84.368112
N70020,2.81031696,83.91452
N70025,3.34450944,108.86208
N70037,3.161284,103.418976
N70050,2.81031696,77.11064
N70067,2.81031696,80.285784
N70087,3.07160676,69.853168
N70119,3.34450944,113.398
N70132,2.725801,104.32616
N70133,2.98321984,97.975872
N70134,3.34450944,83.91452
N70140,2.98321984,92.98636
N70168,2.98321984,104.779752
N70191,2.725801,95.25432
N70195,3.25225156,90.7184
N70199,3.161284,90.7184
N70213,3.07160676,77.11064
N70249,3.161284,81.64656
N70282,3.07160676,124.7378
N70291,3.161284,90.7184
N70316,2.89612324,68.492392
N70332,2.98321984,77.11064
N70343,2.89612324,74.84268
N70349,3.43805764,97.52228
N70362,3.72644416,122.46984
N70368,3.34450944,90.7184
N70385,3.43805764,99.79024
N70390,3.34450944,74.84268
N70420,3.07160676,90.7184
N70422,3.25225156,92.532768
N70431,3.07160676,99.336648
N70443,3.161284,98.883056
N70445,2.89612324,74.84268
N70486,3.161284,108.86208
N70498,3.34450944,110.222856
N70501,2.89612324,66.224432
N70511,3.53289616,86.18248
N70515,2.89612324,81.64656
N70556,3.25225156,83.007336
N70567,3.34450944,84.368112
N70570,3.34450944,58.96696
N70571,3.43805764,95.25432
N70578,3.25225156,95.25432
N70602,2.98321984,78.017824
N70606,2.89612324,103.418976
N70630,2.98321984,81.64656
N70633,3.34450944,131.54168
N70643,3.34450944,97.52228
N70680,2.89612324,106.140528
N70686,2.98321984,81.64656
N70687,2.98321984,87.543256
N70697,3.53289616,99.79024
N70701,3.82515364,118.841104
N70709,2.725801,68.0388
N70714,2.89612324,77.11064
N70727,2.98321984,74.389088
N70762,3.161284,106.59412
N70778,2.98321984,85.728888
N70804,3.07160676,92.98636
N70805,2.725801,92.079176
N70812,2.81031696,67.131616
N70820,2.89612324,103.418976
N70830,3.07160676,78.017824
N70848,3.25225156,78.017824
N70858,3.07160676,97.52228
N70862,2.81031696,82.553744
N70873,3.53289616,113.398
N70875,3.53289616,83.460928
N70876,2.89612324,72.57472
N70881,3.25225156,92.98636
N70889,2.89612324,77.11064
N70894,3.34450944,78.925008
N70907,2.89612324,92.98636
N70916,3.161284,107.501304
N70919,3.161284,71.667536
N70922,3.25225156,94.347136
N70925,2.89612324,112.037224
N70947,3.25225156,78.925008
N70958,3.161284,91.625584
N70989,3.34450944,117.93392
N71004,2.89612324,97.068688
N71006,3.34450944,81.64656
N71057,3.43805764,96.161504
N71062,3.07160676,106.59412
N71077,2.98321984,133.80964
N71087,2.98321984,74.84268
N71096,2.64257536,68.0388
N71097,3.07160676,111.13004
N71107,2.89612324,78.925008
N71113,2.64257536,97.52228
N71114,3.161284,72.57472
N71116,3.53289616,90.7184
N71124,3.53289616,107.047712
N71130,3.161284,108.86208
N71139,3.34450944,97.52228
N71153,3.53289616,95.25432
N71159,2.98321984,73.935496
N71160,3.07160676,120.20188
N71162,3.43805764,90.7184
N71187,3.07160676,81.64656
N71238,2.89612324,95.25432
N71240,2.98321984,59.420552
N71277,2.89612324,85.275296
N71282,2.64257536,74.84268
N71303,3.34450944,69.853168
N71327,3.34450944,88.45044
N71370,2.98321984,79.3786
N71383,3.07160676,104.32616
N71391,3.25225156,86.18248
N71401,2.89612324,79.3786
N71469,3.161284,81.64656
N71496,2.725801,74.84268
N71510,2.89612324,92.98636
N71517,2.81031696,83.007336
N71525,2.81031696,79.3786
N71543,3.25225156,107.047712
N71574,3.25225156,127.00576
N71582,3.629025,97.975872
N71587,3.53289616,113.398
N71590,2.98321984,117.93392
N71609,3.161284,74.84268
N71620,3.07160676,70.30676
N71642,3.82515364,94.347136
N71646,3.72644416,151.046136
N71654,3.07160676,89.357624
N71661,2.56064004,68.0388
N71687,2.89612324,82.553744
N71711,3.25225156,97.52228
N71729,3.53289616,92.98636
N71732,3.629025,90.7184
N71761,3.161284,102.0582
N71762,3.25225156,92.98636
N71789,3.629025,87.996848
N71798,3.43805764,108.86208
N71813,3.53289616,100.697424
N71836,3.34450944,77.11064
N71856,3.25225156,65.317248
N71867,3.25225156,124.284208
N71872,2.81031696,73.028312
N71905,3.43805764,108.86208
N71909,3.53289616,91.625584
N71926,2.98321984,88.45044
N71933,3.43805764,94.347136
N71935,3.161284,81.64656
N71946,3.34450944,81.64656
N71947,3.25225156,90.7184
N71963,3.25225156,80.285784
N71983,2.725801,85.728888
N71985,2.98321984,68.945984
N72013,3.34450944,76.203456
N72021,3.34450944,72.57472
N72023,3.161284,86.18248
N72036,3.161284,106.140528
N72049,2.81031696,81.64656
N72053,3.25225156,70.30676
N72060,3.34450944,88.45044
N72067,2.725801,113.398
N72075,3.43805764,84.368112
N72085,3.43805764,97.975872
N72100,2.81031696,84.368112
N72114,3.161284,92.98636
N72120,3.25225156,77.11064
N72126,3.161284,114.758776
N72131,2.98321984,97.975872
N72136,3.25225156,99.79024
N72162,2.98321984,70.30676
N72170,2.98321984,72.57472
N72174,2.89612324,61.23492
N72204,2.98321984,86.18248
N72236,3.161284,87.543256
N72237,3.53289616,81.64656
N72246,3.43805764,104.32616
N72270,3.43805764,113.398
N72273,3.161284,82.553744
N72316,2.89612324,86.18248
N72330,3.25225156,104.32616
N72352,3.07160676,90.7184
N72368,3.07160676,86.18248
N72369,2.64257536,83.007336
N72376,2.81031696,92.98636
N72394,2.64257536,68.0388
N72402,2.89612324,87.996848
N72409,2.98321984,77.11064
N72413,2.64257536,92.98636
N72438,2.98321984,96.615096
N72441,3.07160676,72.57472
N72448,3.43805764,97.975872
N72459,3.07160676,95.25432
N72466,2.81031696,58.96696
N72481,3.25225156,77.11064
N72505,2.81031696,83.91452
N72521,2.725801,68.0388
N72526,3.161284,99.79024
N72529,3.629025,106.59412
N72542,3.34450944,86.18248
N72550,3.25225156,81.64656
N72567,3.07160676,104.32616
N72590,3.43805764,86.18248
N72601,3.161284,77.11064
N72615,3.43805764,106.140528
N72631,2.47999504,61.23492
N72665,3.34450944,106.59412
N72682,2.98321984,92.98636
N72688,2.89612324,88.45044
N72689,3.43805764,114.758776
N72694,3.34450944,117.480328
N72716,3.629025,99.79024
N72726,3.629025,102.0582
N72736,3.629025,97.068688
N72753,3.72644416,117.93392
N72794,2.89612324,90.7184
N72802,2.56064004,72.57472
N72813,3.34450944,83.91452
N72861,2.89612324,72.57472
N72864,2.98321984,106.59412
N72865,3.25225156,84.821704
N72891,2.98321984,113.851592
N72921,2.98321984,81.64656
N72978,2.89612324,90.7184
N73003,2.81031696,129.27372
N73013,3.25225156,87.543256
N73016,3.161284,102.511792
N73018,2.89612324,77.11064
N73019,2.89612324,74.84268
N73024,3.25225156,86.18248
N73026,3.07160676,103.872568
N73039,3.161284,72.57472
N73044,3.25225156,105.686936
N73052,3.34450944,77.11064
N73056,3.34450944,90.7184
N73057,3.34450944,102.0582
N73073,3.161284,94.800728
N73081,2.89612324,91.171992
N73083,2.725801,78.471416
N73093,3.43805764,84.821704
N73105,3.07160676,103.872568
N73107,3.07160676,82.553744
N73120,3.161284,66.224432
N73134,3.161284,81.64656
N73161,2.98321984,74.84268
N73189,2.47999504,92.532768
N73210,2.89612324,99.79024
N73222,3.25225156,76.203456
N73248,2.81031696,74.84268
N73267,3.25225156,99.79024
N73274,2.98321984,62.595696
N73276,2.98321984,93.439952
N73278,3.07160676,83.91452
N73283,3.53289616,115.66596
N73284,3.161284,108.86208
N73308,3.53289616,127.00576
N73320,3.07160676,62.142104
N73323,2.89612324,77.11064
N73357,2.81031696,94.347136
N73359,3.25225156,112.037224
N73370,2.98321984,88.45044
N73372,3.43805764,91.171992
N73395,2.89612324,84.821704
N73410,2.98321984,79.3786
N73427,3.34450944,87.089664
N73448,3.161284,94.800728
N73461,2.81031696,76.657048
N73488,3.34450944,97.52228
N73497,3.07160676,90.7184
N73510,3.53289616,83.91452
N73531,2.81031696,78.017824
N73546,2.89612324,104.32616
N73557,3.07160676,94.347136
N73563,2.725801,73.935496
N73572,3.34450944,90.7184
N73578,3.629025,119.294696
N73604,3.07160676,110.676448
N73620,3.25225156,91.171992
N73621,2.725801,77.11064
N73646,2.81031696,73.481904
N73653,3.161284,82.100152
N73676,3.161284,119.748288
N73687,2.725801,71.667536
N73714,2.98321984,79.3786
N73720,2.98321984,75.296272
N73728,2.98321984,89.357624
N73737,3.25225156,87.543256
N73756,3.53289616,81.64656
N73758,3.34450944,99.79024
N73763,2.64257536,56.699
N73775,3.161284,92.98636
N73777,2.725801,68.0388
N73779,3.161284,88.45044
N73786,2.89612324,74.389088
N73787,2.98321984,91.625584
N73802,2.98321984,86.18248
N73811,2.64257536,65.317248
N73819,3.25225156,69.853168
N73831,2.98321984,90.7184
N73837,2.89612324,68.0388
N73844,2.98321984,97.52228
N73872,3.34450944,95.707912
N73890,3.25225156,88.45044
N73892,2.725801,81.64656
N73895,3.25225156,83.91452
N73898,3.43805764,95.25432
N73912,3.161284,74.84268
N73926,2.89612324,64.863656
N73930,3.25225156,124.7378
N74007,3.25225156,83.91452
N74011,2.81031696,71.667536
N74020,3.34450944,113.398
N74102,3.34450944,91.625584
N74108,3.53289616,92.98636
N74130,3.161284,79.3786
N74141,3.25225156,97.52228
N74155,3.161284,95.25432
N74164,2.89612324,70.760352
N74180,3.34450944,90.7184
N74182,2.89612324,84.368112
N74213,2.89612324,81.64656
N74250,3.43805764,129.27372
N74282,3.629025,102.0582
N74320,3.43805764,81.64656
N74322,3.07160676,97.52228
N74328,3.43805764,83.91452
N74343,3.53289616,108.86208
N74351,3.07160676,108.86208
N74360,2.725801,87.543256
N74364,2.98321984,63.50288
N74366,3.25225156,102.0582
N74368,2.47999504,68.0388
N74375,3.07160676,151.499728
N74376,2.56064004,74.84268
N74387,2.98321984,97.52228
N74401,3.161284,86.18248
N74407,2.98321984,97.52228
N74429,2.725801,103.418976
N74452,3.43805764,90.7184
N74467,3.161284,86.18248
N74477,3.07160676,104.32616
N74497,3.161284,92.079176
N74503,3.34450944,77.11064
N74524,3.43805764,108.86208
N74532,3.25225156,80.739376
N74533,3.25225156,66.224432
N74536,2.98321984,95.25432
N74552,3.25225156,97.068688
N74570,3.53289616,100.697424
N74592,2.98321984,88.45044
N74595,3.34450944,108.86208
N74597,3.34450944,111.13004
N74613,3.43805764,136.0776
N74620,3.161284,86.636072
N74632,3.72644416,149.231768
N74641,3.161284,85.728888
N74655,2.98321984,91.171992
N74659,3.34450944,79.3786
N74661,3.72644416,106.59412
N74664,2.98321984,76.203456
N74672,3.34450944,93.893544
N74680,3.161284,104.32616
N74699,3.07160676,74.84268
N74712,2.56064004,86.18248
N74716,2.98321984,97.975872
N74733,3.72644416,81.64656
N74747,2.89612324,81.64656
N74753,3.34450944,127.00576
N74760,2.98321984,90.264808
N74779,3.34450944,104.32616
N74785,3.25225156,90.7184
N74797,2.81031696,78.471416
N74811,3.43805764,92.98636
N74812,2.98321984,57.152592
N74817,3.161284,108.86208
N74818,3.629025,99.79024
N74843,3.43805764,122.46984
N74846,3.629025,79.832192
N74849,3.629025,124.284208
N76021,3.53289616,104.32616
N76059,3.34450944,126.552168
N76096,3.629025,90.7184
N76103,3.34450944,113.398
N76179,2.98321984,74.84268
N76197,2.56064004,91.625584
N76217,3.43805764,61.688512
N76237,3.07160676,104.32616
N76250,3.43805764,80.285784
N76256,2.98321984,68.0388
N76281,3.43805764,64.410064
N76285,3.34450944,78.925008
N76293,2.98321984,70.30676
N76298,2.89612324,90.7184
N76321,3.43805764,142.88148
N76324,2.89612324,79.832192
N76343,3.82515364,104.32616
N77002,2.47999504,79.3786
N77055,2.56064004,86.636072
N77065,2.56064004,90.7184
N77148,2.64257536,71.667536
N77177,2.56064004,55.791816
N77201,2.64257536,85.728888
N77256,2.81031696,95.25432
N77271,2.64257536,96.161504
